component_family,assignment_owner_type,reference_column,reference_kind,reference_format,subdivision_name,row_count,distinct_component_count,distinct_parent_control_point_count,distinct_raw_reference_count,cp_alignment_same_cp_count,cp_alignment_different_cp_count,cp_alignment_zero_cp_count,cp_alignment_unparsed_count,trailing_matches_codeline_count,trailing_differs_from_codeline_count,trailing_default_zero_count,trailing_blank_count,station_names,raw_reference_examples,sample_component_paths
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,ESCONDIDO,23,23,23,23,23,0,0,0,2,21,0,0,ANGEL|AVENUE|AVO|BUENA CREEK|CROUCH|EL CAMINO|ESCON|HOLDOUT|LOOP EAST|LOOP WEST|MELROSE|MISSY|NORDAHL|OCEAN TC|PALOMAR|RAILROAD|RANCHO|SCHOOL|SHELLY|TRUE|VISTA|WYE|YARD,0;0;200000;3|0;0;200002;3|0;0;200003;3|0;0;200004;1|0;0;200005;3|0;0;200006;1|0;0;200007;1|0;0;200008;1|0;0;200009;1|0;0;200010;1|0;0;200011;1|0;0;200012;1,OCEAN:OCEAN|RAILROAD:RAILROAD|TRUE:TRUE|WYE:WYE|CROUCH:CROUCH|RANCHO:RANCHO|SCHOOL:SCHOOL|EL CAMINO:EL CAMINO|MELROSE:MELROSE|ANGEL:ANGEL|VISTA:VISTA|CIVIC CTR VISTA:CIVIC CTR VISTA
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,ESCONDIDO,23,23,23,23,23,0,0,0,2,21,0,0,ANGEL|AVENUE|AVO|BUENA CREEK|CROUCH|EL CAMINO|ESCON|HOLDOUT|LOOP EAST|LOOP WEST|MELROSE|MISSY|NORDAHL|OCEAN TC|PALOMAR|RAILROAD|RANCHO|SCHOOL|SHELLY|TRUE|VISTA|WYE|YARD,0;0;200000;3|0;0;200002;3|0;0;200003;3|0;0;200004;1|0;0;200005;3|0;0;200006;1|0;0;200007;1|0;0;200008;1|0;0;200009;1|0;0;200010;1|0;0;200011;1|0;0;200012;1,OCEAN:OCEAN|RAILROAD:RAILROAD|TRUE:TRUE|WYE:WYE|CROUCH:CROUCH|RANCHO:RANCHO|SCHOOL:SCHOOL|EL CAMINO:EL CAMINO|MELROSE:MELROSE|ANGEL:ANGEL|VISTA:VISTA|CIVIC CTR VISTA:CIVIC CTR VISTA
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,ESCONDIDO,23,23,23,23,23,0,0,0,2,21,0,0,ANGEL|AVENUE|AVO|BUENA CREEK|CROUCH|EL CAMINO|ESCON|HOLDOUT|LOOP EAST|LOOP WEST|MELROSE|MISSY|NORDAHL|OCEAN TC|PALOMAR|RAILROAD|RANCHO|SCHOOL|SHELLY|TRUE|VISTA|WYE|YARD,0;0;200000;3|0;0;200002;3|0;0;200003;3|0;0;200004;1|0;0;200005;3|0;0;200006;1|0;0;200007;1|0;0;200008;1|0;0;200009;1|0;0;200010;1|0;0;200011;1|0;0;200012;1,OCEAN:OCEAN|RAILROAD:RAILROAD|TRUE:TRUE|WYE:WYE|CROUCH:CROUCH|RANCHO:RANCHO|SCHOOL:SCHOOL|EL CAMINO:EL CAMINO|MELROSE:MELROSE|ANGEL:ANGEL|VISTA:VISTA|CIVIC CTR VISTA:CIVIC CTR VISTA
control_point,direct_control_point_slot,CPIND5,indication,code_line_station_control_point,ESCONDIDO,23,23,23,23,23,0,0,0,0,0,0,23,ANGEL|AVENUE|AVO|BUENA CREEK|CROUCH|EL CAMINO|ESCON|HOLDOUT|LOOP EAST|LOOP WEST|MELROSE|MISSY|NORDAHL|OCEAN TC|PALOMAR|RAILROAD|RANCHO|SCHOOL|SHELLY|TRUE|VISTA|WYE|YARD,0;1;200000|0;1;200002|0;1;200003|0;1;200004|0;1;200005|0;1;200006|0;1;200007|0;1;200008|0;1;200009|0;1;200010|0;1;200011|0;1;200012,OCEAN:OCEAN|RAILROAD:RAILROAD|TRUE:TRUE|WYE:WYE|CROUCH:CROUCH|RANCHO:RANCHO|SCHOOL:SCHOOL|EL CAMINO:EL CAMINO|MELROSE:MELROSE|ANGEL:ANGEL|VISTA:VISTA|CIVIC CTR VISTA:CIVIC CTR VISTA
control_point,direct_control_point_slot,CPIND6,indication,code_line_station_control_point,ESCONDIDO,23,23,23,23,23,0,0,0,0,0,0,23,ANGEL|AVENUE|AVO|BUENA CREEK|CROUCH|EL CAMINO|ESCON|HOLDOUT|LOOP EAST|LOOP WEST|MELROSE|MISSY|NORDAHL|OCEAN TC|PALOMAR|RAILROAD|RANCHO|SCHOOL|SHELLY|TRUE|VISTA|WYE|YARD,0;1;200000|0;1;200002|0;1;200003|0;1;200004|0;1;200005|0;1;200006|0;1;200007|0;1;200008|0;1;200009|0;1;200010|0;1;200011|0;1;200012,OCEAN:OCEAN|RAILROAD:RAILROAD|TRUE:TRUE|WYE:WYE|CROUCH:CROUCH|RANCHO:RANCHO|SCHOOL:SCHOOL|EL CAMINO:EL CAMINO|MELROSE:MELROSE|ANGEL:ANGEL|VISTA:VISTA|CIVIC CTR VISTA:CIVIC CTR VISTA
control_point,direct_control_point_slot,CPIND7,indication,code_line_station_control_point,ESCONDIDO,23,23,23,23,23,0,0,0,0,0,0,23,ANGEL|AVENUE|AVO|BUENA CREEK|CROUCH|EL CAMINO|ESCON|HOLDOUT|LOOP EAST|LOOP WEST|MELROSE|MISSY|NORDAHL|OCEAN TC|PALOMAR|RAILROAD|RANCHO|SCHOOL|SHELLY|TRUE|VISTA|WYE|YARD,0;1;200000|0;1;200002|0;1;200003|0;1;200004|0;1;200005|0;1;200006|0;1;200007|0;1;200008|0;1;200009|0;1;200010|0;1;200011|0;1;200012,OCEAN:OCEAN|RAILROAD:RAILROAD|TRUE:TRUE|WYE:WYE|CROUCH:CROUCH|RANCHO:RANCHO|SCHOOL:SCHOOL|EL CAMINO:EL CAMINO|MELROSE:MELROSE|ANGEL:ANGEL|VISTA:VISTA|CIVIC CTR VISTA:CIVIC CTR VISTA
control_point,direct_control_point_slot,CPIND8,indication,code_line_station_control_point,ESCONDIDO,23,23,23,23,23,0,0,0,0,0,0,23,ANGEL|AVENUE|AVO|BUENA CREEK|CROUCH|EL CAMINO|ESCON|HOLDOUT|LOOP EAST|LOOP WEST|MELROSE|MISSY|NORDAHL|OCEAN TC|PALOMAR|RAILROAD|RANCHO|SCHOOL|SHELLY|TRUE|VISTA|WYE|YARD,0;1;200000|0;1;200002|0;1;200003|0;1;200004|0;1;200005|0;1;200006|0;1;200007|0;1;200008|0;1;200009|0;1;200010|0;1;200011|0;1;200012,OCEAN:OCEAN|RAILROAD:RAILROAD|TRUE:TRUE|WYE:WYE|CROUCH:CROUCH|RANCHO:RANCHO|SCHOOL:SCHOOL|EL CAMINO:EL CAMINO|MELROSE:MELROSE|ANGEL:ANGEL|VISTA:VISTA|CIVIC CTR VISTA:CIVIC CTR VISTA
control_point,direct_control_point_slot,CPIND9,indication,code_line_station_control_point,ESCONDIDO,23,23,23,23,23,0,0,0,0,0,0,23,ANGEL|AVENUE|AVO|BUENA CREEK|CROUCH|EL CAMINO|ESCON|HOLDOUT|LOOP EAST|LOOP WEST|MELROSE|MISSY|NORDAHL|OCEAN TC|PALOMAR|RAILROAD|RANCHO|SCHOOL|SHELLY|TRUE|VISTA|WYE|YARD,0;1;200000|0;1;200002|0;1;200003|0;1;200004|0;1;200005|0;1;200006|0;1;200007|0;1;200008|0;1;200009|0;1;200010|0;1;200011|0;1;200012,OCEAN:OCEAN|RAILROAD:RAILROAD|TRUE:TRUE|WYE:WYE|CROUCH:CROUCH|RANCHO:RANCHO|SCHOOL:SCHOOL|EL CAMINO:EL CAMINO|MELROSE:MELROSE|ANGEL:ANGEL|VISTA:VISTA|CIVIC CTR VISTA:CIVIC CTR VISTA
control_point,direct_control_point_slot,CPIND4,indication,code_line_station_control_point,SAN DIEGO,8,8,8,8,8,0,0,0,0,0,0,8,CP CARDIFF|CP CROSBY|CP DEL MAR|CP MESA|CP PONTO|CP SHELL|CP SONGS|CP VALLEY,0;1;100001|0;1;100006|0;1;100012|0;1;100018|0;1;100020|0;1;100022|0;1;100023|0;1;100024,SONGS:SONGS|MESA:MESA|SHELL:SHELL|PONTO:PONTO|CARDIFF:CARDIFF|VALLEY:VALLEY|CROSBY:CROSBY|DEL MAR:DEL MAR
control_point,direct_control_point_slot,CPIND3,indication,code_line_station_control_point,SAN DIEGO,6,6,6,6,6,0,0,0,0,0,0,6,CP CARDIFF|CP CROSBY|CP DEL MAR|CP PONTO|CP SHELL|CP VALLEY,0;1;100012|0;1;100018|0;1;100020|0;1;100022|0;1;100023|0;1;100024,SHELL:SHELL|PONTO:PONTO|CARDIFF:CARDIFF|VALLEY:VALLEY|CROSBY:CROSBY|DEL MAR:DEL MAR
control_point,direct_control_point_slot,CPIND1,indication,code_line_station_control_point,SAN DIEGO,5,5,5,5,5,0,0,0,0,0,0,5,CP CARDIFF|CP CROSBY|CP DEL MAR|CP SHELL|CP VALLEY,0;1;100012|0;1;100020|0;1;100022|0;1;100023|0;1;100024,SHELL:SHELL|CARDIFF:CARDIFF|VALLEY:VALLEY|CROSBY:CROSBY|DEL MAR:DEL MAR
control_point,direct_control_point_slot,CPIND1,indication,code_line_station_control_point,ESCONDIDO,3,3,3,3,3,0,0,0,0,0,0,3,AVO|HOLDOUT|VISTA,0;1;200011|0;1;200026|0;1;200028,VISTA:VISTA|HOLDOUT:HOLDOUT|AVO:AVO
control_point,direct_control_point_slot,CPIND3,indication,code_line_station_control_point,ESCONDIDO,3,3,3,3,3,0,0,0,0,0,0,3,AVO|HOLDOUT|VISTA,0;1;200011|0;1;200026|0;1;200028,VISTA:VISTA|HOLDOUT:HOLDOUT|AVO:AVO
control_point,direct_control_point_slot,CPIND1,indication,code_line_station_control_point_bit,SAN DIEGO,2,2,2,2,2,0,0,0,2,0,0,0,CP EAST BROOK|CP LONGBOARD,0;0;100009;5|0;0;100016;5,EAST BROOK:EAST BROOK|LONGBOARD:LONGBOARD
control_point,direct_control_point_slot,CPIND10,indication,code_line_station_control_point_bit,SAN DIEGO,2,2,2,2,2,0,0,0,2,0,0,0,CP EAST BROOK|CP LONGBOARD,0;0;100009;5|0;0;100016;5,EAST BROOK:EAST BROOK|LONGBOARD:LONGBOARD
control_point,direct_control_point_slot,CPIND2,indication,code_line_station_control_point,ESCONDIDO,2,2,2,2,2,0,0,0,0,0,0,2,AVO|HOLDOUT,0;1;200026|0;1;200028,HOLDOUT:HOLDOUT|AVO:AVO
control_point,direct_control_point_slot,CPIND2,indication,code_line_station_control_point_bit,SAN DIEGO,2,2,2,2,2,0,0,0,2,0,0,0,CP EAST BROOK|CP LONGBOARD,0;0;100009;5|0;0;100016;5,EAST BROOK:EAST BROOK|LONGBOARD:LONGBOARD
control_point,direct_control_point_slot,CPIND3,indication,code_line_station_control_point_bit,SAN DIEGO,2,2,2,2,2,0,0,0,2,0,0,0,CP EAST BROOK|CP LONGBOARD,0;0;100009;5|0;0;100016;5,EAST BROOK:EAST BROOK|LONGBOARD:LONGBOARD
control_point,direct_control_point_slot,CPIND4,indication,code_line_station_control_point,ESCONDIDO,2,2,2,2,2,0,0,0,0,0,0,2,AVO|HOLDOUT,0;1;200026|0;1;200028,HOLDOUT:HOLDOUT|AVO:AVO
control_point,direct_control_point_slot,CPIND4,indication,code_line_station_control_point_bit,SAN DIEGO,2,2,2,2,2,0,0,0,2,0,0,0,CP EAST BROOK|CP LONGBOARD,0;0;100009;5|0;0;100016;5,EAST BROOK:EAST BROOK|LONGBOARD:LONGBOARD
control_point,direct_control_point_slot,CPIND5,indication,code_line_station_control_point_bit,SAN DIEGO,2,2,2,2,2,0,0,0,2,0,0,0,CP EAST BROOK|CP LONGBOARD,0;0;100009;5|0;0;100016;5,EAST BROOK:EAST BROOK|LONGBOARD:LONGBOARD
control_point,direct_control_point_slot,CPIND6,indication,code_line_station_control_point_bit,SAN DIEGO,2,2,2,2,2,0,0,0,2,0,0,0,CP EAST BROOK|CP LONGBOARD,0;0;100009;5|0;0;100016;5,EAST BROOK:EAST BROOK|LONGBOARD:LONGBOARD
control_point,direct_control_point_slot,CPIND7,indication,code_line_station_control_point_bit,SAN DIEGO,2,2,2,2,2,0,0,0,2,0,0,0,CP EAST BROOK|CP LONGBOARD,0;0;100009;5|0;0;100016;5,EAST BROOK:EAST BROOK|LONGBOARD:LONGBOARD
control_point,direct_control_point_slot,CPIND8,indication,code_line_station_control_point_bit,SAN DIEGO,2,2,2,2,2,0,0,0,2,0,0,0,CP EAST BROOK|CP LONGBOARD,0;0;100009;5|0;0;100016;5,EAST BROOK:EAST BROOK|LONGBOARD:LONGBOARD
control_point,direct_control_point_slot,CPIND9,indication,code_line_station_control_point_bit,SAN DIEGO,2,2,2,2,2,0,0,0,2,0,0,0,CP EAST BROOK|CP LONGBOARD,0;0;100009;5|0;0;100016;5,EAST BROOK:EAST BROOK|LONGBOARD:LONGBOARD
control_point,direct_control_point_slot,CPIND2,indication,code_line_station_control_point,SAN DIEGO,1,1,1,1,1,0,0,0,0,0,0,1,CP CARDIFF,0;1;100020,CARDIFF:CARDIFF
misc_device,misc_device_cp_slot,CPCTL3,control,code_line_station_control_point,ESCONDIDO,108,108,21,21,108,0,0,0,0,0,0,108,ANGEL|AVENUE|BUENA CREEK|CROUCH|EL CAMINO|ESCON|HOLDOUT|LOOP EAST|LOOP WEST|MELROSE|MISSY|NORDAHL|OCEAN TC|PALOMAR|RAILROAD|SCHOOL|SHELLY|TRUE|VISTA|WYE|YARD,0;1;200000;|0;1;200002;|0;1;200003;|0;1;200004;|0;1;200005;|0;1;200007;|0;1;200008;|0;1;200009;|0;1;200010;|0;1;200011;|0;1;200012;|0;1;200013;,OCEAN:997pok|OCEAN:997dok|OCEAN:995pok|OCEAN:995dok|OCEAN:995LOK|RAILROAD:EAST TRAFFIC|RAILROAD:WEST TRAFFIC|TRUE:1020POK|TRUE:1020DOK|WYE:1009DOK|WYE:1009POK|WYE:1011POK
misc_device,misc_device_cp_slot,CPIND2,indication,code_line_station_control_point_bit,ESCONDIDO,108,108,21,24,108,0,0,0,52,56,0,0,ANGEL|AVENUE|BUENA CREEK|CROUCH|EL CAMINO|ESCON|HOLDOUT|LOOP EAST|LOOP WEST|MELROSE|MISSY|NORDAHL|OCEAN TC|PALOMAR|RAILROAD|SCHOOL|SHELLY|TRUE|VISTA|WYE|YARD,0;1;200000;0006|0;1;200002;7|0;1;200003;10|0;1;200004;0001|0;1;200005;9|0;1;200007;0001|0;1;200008;0001|0;1;200008;11|0;1;200009;0001|0;1;200010;0001|0;1;200011;0001|0;1;200012;0001,OCEAN:997pok|OCEAN:997dok|OCEAN:995pok|OCEAN:995dok|OCEAN:995LOK|RAILROAD:EAST TRAFFIC|RAILROAD:WEST TRAFFIC|TRUE:1020POK|TRUE:1020DOK|WYE:1009DOK|WYE:1009POK|WYE:1011POK
misc_device,misc_device_cp_slot,CPIND3,indication,code_line_station_control_point_bit,ESCONDIDO,108,108,21,24,108,0,0,0,52,56,0,0,ANGEL|AVENUE|BUENA CREEK|CROUCH|EL CAMINO|ESCON|HOLDOUT|LOOP EAST|LOOP WEST|MELROSE|MISSY|NORDAHL|OCEAN TC|PALOMAR|RAILROAD|SCHOOL|SHELLY|TRUE|VISTA|WYE|YARD,0;1;200000;0006|0;1;200002;7|0;1;200003;10|0;1;200004;0001|0;1;200005;9|0;1;200007;0001|0;1;200008;0001|0;1;200008;11|0;1;200009;0001|0;1;200010;0001|0;1;200011;0001|0;1;200012;0001,OCEAN:997pok|OCEAN:997dok|OCEAN:995pok|OCEAN:995dok|OCEAN:995LOK|RAILROAD:EAST TRAFFIC|RAILROAD:WEST TRAFFIC|TRUE:1020POK|TRUE:1020DOK|WYE:1009DOK|WYE:1009POK|WYE:1011POK
misc_device,misc_device_cp_slot,CPCTL2,control,code_line_station_control_point,ESCONDIDO,106,106,21,21,106,0,0,0,0,0,0,106,ANGEL|AVENUE|BUENA CREEK|CROUCH|EL CAMINO|ESCON|HOLDOUT|LOOP EAST|LOOP WEST|MELROSE|MISSY|NORDAHL|OCEAN TC|PALOMAR|RAILROAD|SCHOOL|SHELLY|TRUE|VISTA|WYE|YARD,0;1;200000;|0;1;200002;|0;1;200003;|0;1;200004;|0;1;200005;|0;1;200007;|0;1;200008;|0;1;200009;|0;1;200010;|0;1;200011;|0;1;200012;|0;1;200013;,OCEAN:997pok|OCEAN:997dok|OCEAN:995pok|OCEAN:995dok|OCEAN:995LOK|RAILROAD:EAST TRAFFIC|RAILROAD:WEST TRAFFIC|TRUE:1020POK|TRUE:1020DOK|WYE:1009DOK|WYE:1009POK|WYE:1011POK
misc_device,misc_device_cp_slot,CPCTL1,control,code_line_station_control_point,ESCONDIDO,104,104,20,20,104,0,0,0,0,0,0,104,ANGEL|AVENUE|BUENA CREEK|CROUCH|EL CAMINO|ESCON|HOLDOUT|LOOP EAST|LOOP WEST|MELROSE|MISSY|NORDAHL|OCEAN TC|PALOMAR|SCHOOL|SHELLY|TRUE|VISTA|WYE|YARD,0;1;200000;|0;1;200003;|0;1;200004;|0;1;200005;|0;1;200007;|0;1;200008;|0;1;200009;|0;1;200010;|0;1;200011;|0;1;200012;|0;1;200013;|0;1;200014;,OCEAN:997pok|OCEAN:997dok|OCEAN:995pok|OCEAN:995dok|OCEAN:995LOK|TRUE:1020POK|TRUE:1020DOK|WYE:1009DOK|WYE:1009POK|WYE:1011POK|WYE:1011DOK|WYE:1012POK
misc_device,misc_device_cp_slot,CPCTL2,control,code_line_station_control_point,SAN DIEGO,11,11,5,5,11,0,0,0,0,0,0,11,CP ASH|CP BROADWAY|CP ESCONDIDO JCT|CP PACIFIC|CP SONGS,0;1;100001;|0;1;100008;|0;1;100011;|0;1;100013;|0;1;100033;,SONGS:SUPERVISORY CONTROL|BROADWAY:2W CALL-ON|BROADWAY:TPOK|PACIFIC:E CALL-ON|ESCONDIDO JCT:2W CALL-ON|ESCONDIDO JCT:4W CALL-ON|ESCONDIDO JCT:6W CALL-ON|ESCONDIDO JCT:WBRQK|ESCONDIDO JCT:EBRLK|ASH:2 E CALL-ON|ASH:4 E CALL-ON
misc_device,misc_device_cp_slot,CPCTL3,control,code_line_station_control_point,SAN DIEGO,11,11,5,5,11,0,0,0,0,0,0,11,CP ASH|CP BROADWAY|CP ESCONDIDO JCT|CP PACIFIC|CP SONGS,0;1;100001;|0;1;100008;|0;1;100011;|0;1;100013;|0;1;100033;,SONGS:SUPERVISORY CONTROL|BROADWAY:2W CALL-ON|BROADWAY:TPOK|PACIFIC:E CALL-ON|ESCONDIDO JCT:2W CALL-ON|ESCONDIDO JCT:4W CALL-ON|ESCONDIDO JCT:6W CALL-ON|ESCONDIDO JCT:WBRQK|ESCONDIDO JCT:EBRLK|ASH:2 E CALL-ON|ASH:4 E CALL-ON
misc_device,misc_device_cp_slot,CPIND2,indication,code_line_station_control_point_bit,SAN DIEGO,11,11,5,5,11,0,0,0,11,0,0,0,CP ASH|CP BROADWAY|CP ESCONDIDO JCT|CP PACIFIC|CP SONGS,0;1;100001;0005|0;1;100008;0005|0;1;100011;0005|0;1;100013;0005|0;1;100033;0005,SONGS:SUPERVISORY CONTROL|BROADWAY:2W CALL-ON|BROADWAY:TPOK|PACIFIC:E CALL-ON|ESCONDIDO JCT:2W CALL-ON|ESCONDIDO JCT:4W CALL-ON|ESCONDIDO JCT:6W CALL-ON|ESCONDIDO JCT:WBRQK|ESCONDIDO JCT:EBRLK|ASH:2 E CALL-ON|ASH:4 E CALL-ON
misc_device,misc_device_cp_slot,CPIND3,indication,code_line_station_control_point_bit,SAN DIEGO,11,11,5,5,11,0,0,0,11,0,0,0,CP ASH|CP BROADWAY|CP ESCONDIDO JCT|CP PACIFIC|CP SONGS,0;1;100001;0005|0;1;100008;0005|0;1;100011;0005|0;1;100013;0005|0;1;100033;0005,SONGS:SUPERVISORY CONTROL|BROADWAY:2W CALL-ON|BROADWAY:TPOK|PACIFIC:E CALL-ON|ESCONDIDO JCT:2W CALL-ON|ESCONDIDO JCT:4W CALL-ON|ESCONDIDO JCT:6W CALL-ON|ESCONDIDO JCT:WBRQK|ESCONDIDO JCT:EBRLK|ASH:2 E CALL-ON|ASH:4 E CALL-ON
misc_device,misc_device_cp_slot,CPCTL1,control,code_line_station_control_point,SAN DIEGO,10,10,5,5,10,0,0,0,0,0,0,10,CP ASH|CP BROADWAY|CP ESCONDIDO JCT|CP PACIFIC|CP SONGS,0;1;100001;|0;1;100008;|0;1;100011;|0;1;100013;|0;1;100033;,SONGS:SUPERVISORY CONTROL|BROADWAY:2W CALL-ON|BROADWAY:TPOK|PACIFIC:E CALL-ON|ESCONDIDO JCT:2W CALL-ON|ESCONDIDO JCT:4W CALL-ON|ESCONDIDO JCT:6W CALL-ON|ESCONDIDO JCT:WBRQK|ASH:2 E CALL-ON|ASH:4 E CALL-ON
misc_device,misc_device_cp_slot,CPIND1,indication,code_line_station_control_point_bit,ESCONDIDO,2,2,1,1,2,0,0,0,2,0,0,0,YARD,0;1;200027;0027,YARD:UNLOCK
